zone_id,year,week_of_year,season_index,week_of_season,risk_tier_index,radius_km,rain_norm_mean,rain_norm_p95,traffic_norm_mean,outage_active_ratio,event_flag_active_ratio,aqi_norm_mean,recent_4week_disruption_days,prev_4week_zdi_mean,prev_4week_zdi_p95,seasonal_disruption_days
BLR-04,2025,27,2,9,1,2.5,34.218,50.785,40.418,0.03961,0.03142,18.957,1.083,37.872,46.957,0.802
BLR-05,2025,27,2,9,0,2.5,41.338,54.895,33.07,0.02955,0.03251,17.462,0.821,32.111,38.172,1.008
BLR-06,2025,27,2,9,1,2.5,29.553,51.908,40.684,0.02675,0.01009,20.198,1.227,34.646,39.838,0.784
BLR-01,2025,28,3,1,2,2.5,78.284,99.732,44.602,0.03214,0.02383,25.056,0.923,35.746,43.058,1.516
BLR-02,2025,28,3,1,2,2.5,71.765,89.525,36.784,0.04444,0.01099,22.15,0.923,38.53,41.939,0.951
BLR-03,2025,28,3,1,2,2.5,66.428,77.805,40.312,0.02794,0.01491,22.464,1.012,38.365,48.123,1.064
BLR-04,2025,28,3,1,1,2.5,80.094,100.0,48.9,0.02045,0.0169,19.537,1.055,36.986,44.337,1.009
BLR-05,2025,28,3,1,0,2.5,61.272,74.722,40.386,0.02106,0.01044,12.513,0.798,32.741,39.151,1.468
BLR-06,2025,28,3,1,1,2.5,57.999,75.864,41.393,0.03557,0.02987,18.437,1.102,33.647,38.149,0.892
BLR-01,2025,29,3,2,2,2.5,72.129,82.466,47.413,0.0276,0.01657,22.65,1.147,40.604,49.345,1.269
BLR-02,2025,29,3,2,2,2.5,78.282,89.429,45.256,0.03924,0.01151,22.144,0.947,41.273,44.91,1.223
BLR-03,2025,29,3,2,2,2.5,73.863,89.994,42.961,0.03389,0.01385,17.924,1.032,39.24,49.434,1.664
BLR-04,2025,29,3,2,1,2.5,67.945,93.286,43.164,0.03263,0.03871,16.77,1.067,41.005,47.446,1.794
BLR-05,2025,29,3,2,0,2.5,62.643,84.784,44.459,0.0275,0.00118,13.89,0.972,34.743,40.479,1.464
BLR-06,2025,29,3,2,1,2.5,75.544,94.377,46.126,0.07299,0.13229,18.236,1.03,39.438,42.15,2.157
BLR-01,2025,30,3,3,2,2.5,74.532,98.527,46.022,0.03302,0.02938,18.455,1.163,44.49,52.885,1.575
BLR-02,2025,30,3,3,2,2.5,71.15,97.075,45.064,0.04024,0.03841,19.877,1.074,43.269,47.215,1.699
BLR-03,2025,30,3,3,2,2.5,62.064,80.154,42.326,0.02855,0.03696,17.357,1.183,39.579,46.267,1.461
BLR-04,2025,30,3,3,1,2.5,72.927,94.683,39.877,0.02821,0.03897,14.72,1.195,44.633,52.689,1.603
BLR-05,2025,30,3,3,0,2.5,56.106,83.124,33.391,0.02,0.013,11.874,1.123,39.068,40.88,1.21
BLR-06,2025,30,3,3,1,2.5,74.504,94.441,38.852,0.03701,0.03454,18.579,1.187,46.019,52.901,1.306
BLR-01,2025,31,3,4,2,2.5,77.664,92.937,41.616,0.02914,0.03578,16.863,1.346,49.416,55.967,1.022
BLR-02,2025,31,3,4,2,2.5,79.964,91.965,43.437,0.03163,0.02416,20.347,1.256,49.028,53.593,1.546
BLR-03,2025,31,3,4,2,2.5,81.833,100.0,49.573,0.06726,0.15742,17.35,1.283,43.916,48.879,2.105
BLR-04,2025,31,3,4,1,2.5,66.715,85.37,40.771,0.02586,0.02904,12.119,1.302,46.05,53.575,1.06
BLR-05,2025,31,3,4,0,2.5,55.333,73.048,37.261,0.01792,0.00496,12.218,1.288,40.261,44.695,0.934
BLR-06,2025,31,3,4,1,2.5,63.331,89.764,42.482,0.0242,0.03182,20.155,1.285,51.285,59.909,1.501
BLR-01,2025,32,3,5,2,2.5,73.154,88.469,47.639,0.04075,0.01779,16.396,1.345,54.576,58.074,1.191
BLR-02,2025,32,3,5,2,2.5,71.986,88.661,46.042,0.03082,0.01451,20.747,1.355,51.947,54.038,1.159
BLR-03,2025,32,3,5,2,2.5,70.245,92.756,50.155,0.03085,0.00586,15.419,1.574,55.327,65.7,1.395
BLR-04,2025,32,3,5,1,2.5,63.986,86.967,39.713,0.03992,0.02982,10.979,1.367,50.062,58.141,1.487
BLR-05,2025,32,3,5,0,2.5,67.132,83.871,37.521,0.0247,0.03462,13.941,1.269,42.46,47.37,1.665
BLR-06,2025,32,3,5,1,2.5,73.191,88.758,47.156,0.09502,0.07402,17.805,1.464,54.906,66.407,1.798
BLR-01,2025,33,3,6,2,2.5,79.215,100.0,35.925,0.02957,0.02096,17.746,1.264,52.634,54.188,1.487
BLR-02,2025,33,3,6,2,2.5,79.948,99.574,48.01,0.04245,0.02965,20.59,1.407,52.157,52.528,1.453
BLR-03,2025,33,3,6,2,2.5,72.391,94.106,35.785,0.03879,0.0098,15.642,1.656,57.266,68.569,1.217
BLR-04,2025,33,3,6,1,2.5,72.162,83.308,51.378,0.03045,0.03613,13.818,1.486,49.544,59.519,1.213
BLR-05,2025,33,3,6,0,2.5,53.817,69.557,35.538,0.01893,0.02536,14.58,1.318,44.685,50.776,1.322
BLR-06,2025,33,3,6,1,2.5,60.237,80.708,39.773,0.02223,0.03445,19.885,1.691,58.042,71.941,1.626
BLR-01,2025,34,3,7,2,2.5,72.818,96.4,43.199,0.03485,0.02405,18.882,1.319,53.55,54.786,1.369
BLR-02,2025,34,3,7,2,2.5,76.051,91.006,40.734,0.03118,0.02245,14.698,1.464,54.065,55.081,1.301
BLR-03,2025,34,3,7,2,2.5,79.678,92.615,43.652,0.03364,0.00262,14.816,1.544,56.904,67.337,1.52
BLR-04,2025,34,3,7,1,2.5,72.28,96.011,50.524,0.03004,0.00853,13.426,1.341,49.947,56.785,1.473
BLR-05,2025,34,3,7,0,2.5,60.863,73.678,38.904,0.03072,0.03066,16.052,1.283,42.793,51.738,1.628
BLR-06,2025,34,3,7,1,2.5,61.97,86.006,33.868,0.03866,0.01078,14.842,1.558,52.005,63.047,1.377
BLR-01,2025,35,3,8,2,2.5,66.971,85.066,48.259,0.03287,0.01701,15.677,1.267,53.337,53.265,1.641
BLR-02,2025,35,3,8,2,2.5,78.556,100.0,32.034,0.03909,0.00078,16.505,1.365,53.125,55.813,1.608
BLR-03,2025,35,3,8,2,2.5,74.354,94.434,38.702,0.0293,0.00798,11.832,1.559,58.941,68.149,1.473
BLR-04,2025,35,3,8,1,2.5,58.487,76.945,39.768,0.02092,0.03885,12.553,1.308,51.488,58.277,1.046
BLR-05,2025,35,3,8,0,2.5,59.442,71.268,35.912,0.02052,0.02559,12.343,1.387,43.244,51.519,1.186
BLR-06,2025,35,3,8,1,2.5,63.32,80.768,47.71,0.02301,0.00607,14.785,1.575,49.793,60.57,1.304
BLR-01,2025,36,3,9,2,2.5,73.374,92.933,38.558,0.02544,0.01166,16.478,1.422,52.789,53.206,1.004
BLR-02,2025,36,3,9,2,2.5,80.879,98.904,35.736,0.02868,0.03538,14.775,1.38,54.102,59.838,1.739
BLR-03,2025,36,3,9,2,2.5,72.665,83.081,51.268,0.03322,0.00477,11.846,1.401,52.386,58.092,1.406
BLR-04,2025,36,3,9,1,2.5,66.919,84.788,41.36,0.03008,0.00128,14.643,1.305,48.718,56.349,1.25
BLR-05,2025,36,3,9,0,2.5,63.244,90.78,33.798,0.02564,0.03122,14.003,1.45,43.7,51.86,1.518
BLR-06,2025,36,3,9,1,2.5,78.008,100.0,43.09,0.02554,0.01724,11.218,1.526,48.815,57.53,1.09
BLR-01,2025,37,3,10,2,2.5,69.726,89.225,40.615,0.05472,0.14152,16.733,1.375,52.629,55.174,1.602
BLR-02,2025,37,3,10,2,2.5,68.834,82.846,43.692,0.03153,0.02698,12.886,1.525,55.227,61.088,1.037
BLR-03,2025,37,3,10,2,2.5,81.806,94.553,37.754,0.02912,0.03092,13.885,1.404,51.951,57.09,1.187
BLR-04,2025,37,3,10,1,2.5,53.546,69.441,34.896,0.0246,0.01261,15.485,1.246,46.258,51.695,1.142
BLR-05,2025,37,3,10,0,2.5,65.149,77.621,45.061,0.02379,0.03596,14.981,1.413,41.402,51.469,1.357
BLR-06,2025,37,3,10,1,2.5,63.229,80.414,44.109,0.02761,0.00823,13.001,1.349,46.765,55.078,1.638
BLR-01,2025,38,3,11,2,2.5,80.279,92.445,50.819,0.0371,0.01956,17.11,1.404,53.61,59.501,1.914
BLR-02,2025,38,3,11,2,2.5,70.067,82.083,44.638,0.02515,0.01828,15.087,1.421,53.251,59.474,1.125
BLR-03,2025,38,3,11,2,2.5,76.312,100.0,40.272,0.04499,0.01203,17.597,1.397,52.742,56.53,1.621
BLR-04,2025,38,3,11,1,2.5,66.66,82.479,48.046,0.02498,0.00563,14.678,1.228,43.585,49.863,1.501
BLR-05,2025,38,3,11,0,2.5,74.016,99.61,45.679,0.02243,0.02644,13.679,1.422,42.428,50.254,1.822
BLR-06,2025,38,3,11,1,2.5,67.448,80.717,31.73,0.02219,0.03516,15.128,1.352,47.233,55.646,1.526
BLR-01,2025,39,3,12,2,2.5,72.497,96.596,48.179,0.04278,0.01326,21.339,1.54,52.729,61.123,1.416
BLR-02,2025,39,3,12,2,2.5,67.035,79.882,39.072,0.04294,0.0006,20.949,1.377,50.828,56.289,1.432
BLR-03,2025,39,3,12,2,2.5,77.604,90.023,39.596,0.03774,0.02413,16.87,1.422,52.317,57.512,1.352
BLR-04,2025,39,3,12,1,2.5,62.505,85.399,46.054,0.03497,0.01911,15.865,1.235,41.306,47.077,1.375
BLR-05,2025,39,3,12,0,2.5,64.38,76.086,43.157,0.03274,0.01615,14.906,1.471,45.34,54.003,1.51
BLR-06,2025,39,3,12,1,2.5,76.795,96.154,43.075,0.03767,0.02309,15.456,1.389,47.592,54.765,1.58
BLR-01,2025,40,3,13,2,2.5,74.452,100.0,42.189,0.02596,0.0154,20.745,1.484,53.758,65.109,1.456
BLR-02,2025,40,3,13,2,2.5,75.784,96.082,47.295,0.03188,0.01935,17.52,1.333,49.733,55.575,1.3
BLR-03,2025,40,3,13,2,2.5,67.547,79.668,38.155,0.04037,0.01117,18.82,1.391,53.906,58.276,1.185
BLR-04,2025,40,3,13,1,2.5,60.453,82.392,40.217,0.02685,0.02672,15.188,1.317,43.024,48.314,1.45
BLR-05,2025,40,3,13,0,2.5,67.022,85.256,43.643,0.02601,0.00445,13.482,1.552,45.605,54.432,1.457
BLR-06,2025,40,3,13,1,2.5,78.451,97.536,49.755,0.03882,0.0159,16.936,1.458,49.009,54.413,1.327
BLR-01,2025,41,3,14,2,2.5,72.417,93.233,43.88,0.09551,0.12346,18.98,1.597,55.205,66.892,1.714
BLR-02,2025,41,3,14,2,2.5,75.919,97.337,46.241,0.04186,0.02473,17.672,1.224,48.438,54.259,1.344
BLR-03,2025,41,3,14,2,2.5,70.306,97.386,55.778,0.04302,0.01186,22.743,1.336,52.632,56.58,1.471
BLR-04,2025,41,3,14,1,2.5,72.565,92.569,43.434,0.03846,0.01246,11.597,1.367,44.007,50.008,1.438
BLR-05,2025,41,3,14,0,2.5,68.486,93.012,33.215,0.01985,0.03804,14.29,1.536,48.36,54.071,1.395
BLR-06,2025,41,3,14,1,2.5,81.939,96.911,49.562,0.02247,0.03571,16.343,1.518,49.326,54.955,1.658
BLR-01,2025,42,3,15,2,2.5,73.059,85.17,41.773,0.02705,0.01245,17.126,1.625,57.41,70.284,1.179
BLR-02,2025,42,3,15,2,2.5,72.706,83.973,38.386,0.04321,0.03916,16.904,1.3,49.41,56.997,1.366
BLR-03,2025,42,3,15,2,2.5,78.105,98.635,48.327,0.03883,0.03505,22.25,1.407,52.633,58.852,1.617
BLR-04,2025,42,3,15,1,2.5,61.538,78.064,36.449,0.0333,0.03477,15.582,1.441,45.217,53.242,1.385
BLR-05,2025,42,3,15,0,2.5,62.184,77.149,47.824,0.02516,0.01007,10.873,1.546,48.28,56.087,1.176
BLR-06,2025,42,3,15,1,2.5,69.542,88.451,38.797,0.03331,0.02364,19.008,1.523,50.413,55.472,1.066
BLR-01,2025,43,3,16,2,2.5,67.841,94.495,46.513,0.03703,0.0153,14.392,1.441,55.799,67.166,1.3
BLR-02,2025,43,3,16,2,2.5,73.5,95.607,38.468,0.03344,0.03615,14.639,1.361,51.745,59.659,1.729
BLR-03,2025,43,3,16,2,2.5,66.463,93.387,39.298,0.03756,0.03253,21.489,1.406,51.522,58.408,1.432
BLR-04,2025,43,3,16,1,2.5,70.581,97.153,45.038,0.06966,0.13769,16.472,1.412,43.589,49.559,1.684
BLR-05,2025,43,3,16,0,2.5,70.345,98.183,43.892,0.03087,0.01053,12.678,1.385,46.762,52.955,1.281
BLR-06,2025,43,3,16,1,2.5,61.599,86.803,47.438,0.02668,0.03427,15.663,1.408,51.524,57.229,1.157
BLR-01,2025,44,3,17,2,2.5,80.72,100.0,49.658,0.03494,0.01252,16.241,1.412,53.933,66.515,1.824
BLR-02,2025,44,3,17,2,2.5,77.39,100.0,33.873,0.03146,0.03837,17.667,1.435,52.519,59.367,1.267
BLR-03,2025,44,3,17,2,2.5,73.317,90.481,36.527,0.02897,0.02783,22.717,1.426,49.285,58.288,1.214
BLR-04,2025,44,3,17,1,2.5,66.426,83.567,34.573,0.02207,0.03685,19.863,1.489,47.787,57.724,1.148
BLR-05,2025,44,3,17,0,2.5,84.187,100.0,54.412,0.02596,0.00163,12.282,1.327,48.879,55.054,1.436
BLR-06,2025,44,3,17,1,2.5,68.125,89.787,44.386,0.02025,0.00864,15.78,1.302,49.605,57.491,0.989
BLR-01,2025,45,4,2,2,2.5,27.625,45.046,31.324,0.03662,0.03392,15.048,1.504,55.038,66.763,0.815
BLR-02,2025,45,4,2,2,2.5,45.753,60.497,36.913,0.043,0.01481,20.587,1.427,54.259,63.585,1.475
BLR-03,2025,45,4,2,2,2.5,46.194,60.638,25.36,0.02758,0.02153,25.979,1.433,50.92,60.494,0.974
BLR-04,2025,45,4,2,1,2.5,32.875,55.837,27.823,0.0329,0.0287,14.436,1.414,47.804,58.906,0.956
BLR-05,2025,45,4,2,0,2.5,20.836,38.687,26.261,0.01843,0.03813,11.618,1.322,49.04,53.487,0.763
BLR-06,2025,45,4,2,1,2.5,35.436,46.613,40.685,0.0314,0.02875,20.097,1.218,47.664,53.943,0.637
BLR-01,2025,46,4,3,2,2.5,51.438,65.311,33.384,0.03577,0.01808,16.317,1.28,43.962,52.87,0.862
BLR-02,2025,46,4,3,2,2.5,39.609,61.873,39.879,0.02514,0.01258,18.574,1.459,50.334,56.223,1.039
BLR-03,2025,46,4,3,2,2.5,29.436,52.583,29.145,0.02998,0.0293,22.076,1.309,46.291,54.153,0.985
BLR-04,2025,46,4,3,1,2.5,26.974,38.578,32.847,0.03148,0.03785,17.985,1.293,43.546,52.674,0.977
BLR-05,2025,46,4,3,0,2.5,24.51,40.903,34.194,0.03258,0.02829,12.255,1.164,43.7,48.935,0.847
BLR-06,2025,46,4,3,1,2.5,26.334,49.866,28.251,0.02041,0.02095,15.614,0.962,43.641,48.699,0.817
BLR-01,2025,47,4,4,2,2.5,42.172,52.256,34.186,0.02555,0.01539,20.153,1.2,41.714,49.376,0.47
BLR-02,2025,47,4,4,2,2.5,32.244,46.174,32.733,0.04244,0.01381,21.911,1.377,44.806,50.363,0.657
BLR-03,2025,47,4,4,2,2.5,37.729,50.408,32.461,0.02561,0.03276,24.464,1.151,40.239,48.528,0.748
BLR-04,2025,47,4,4,1,2.5,28.118,44.401,36.762,0.03037,0.00722,20.49,1.191,40.762,49.424,0.319
BLR-05,2025,47,4,4,0,2.5,38.747,58.611,30.306,0.02396,0.01555,15.871,1.082,38.957,43.319,1.039
BLR-06,2025,47,4,4,1,2.5,31.597,48.874,31.458,0.03833,0.01433,20.141,0.9,35.868,42.561,0.627
BLR-01,2025,48,4,5,2,2.5,40.912,62.856,39.722,0.03555,0.01282,18.512,0.993,37.507,44.048,1.131
BLR-02,2025,48,4,5,2,2.5,32.204,45.768,39.029,0.03353,0.03777,21.176,1.109,38.413,42.382,0.884
BLR-03,2025,48,4,5,2,2.5,31.042,58.904,31.75,0.04042,0.03083,22.952,0.98,37.063,45.123,1.05
BLR-04,2025,48,4,5,1,2.5,19.014,38.784,25.706,0.03479,0.02564,19.735,0.85,31.665,32.941,0.809
BLR-05,2025,48,4,5,0,2.5,36.607,62.333,37.369,0.02548,0.02954,17.348,1.021,33.834,37.838,0.457
BLR-06,2025,48,4,5,1,2.5,42.047,64.871,32.152,0.02407,0.00292,20.867,0.767,31.908,38.859,0.925
BLR-01,2025,49,4,6,2,2.5,29.933,40.018,23.753,0.04127,0.00962,22.379,0.82,31.763,37.691,0.709
BLR-02,2025,49,4,6,2,2.5,35.952,48.502,34.074,0.03837,0.00985,22.969,1.014,32.756,35.093,0.657
BLR-03,2025,49,4,6,2,2.5,38.447,61.707,45.811,0.03881,0.0109,20.882,0.939,31.68,42.287,1.402
BLR-04,2025,49,4,6,1,2.5,21.898,43.176,32.371,0.03392,0.01582,17.014,0.765,26.719,27.38,1.004
BLR-05,2025,49,4,6,0,2.5,31.677,44.978,30.68,0.03387,0.0131,17.42,0.776,30.056,36.13,0.659
BLR-06,2025,49,4,6,1,2.5,28.313,40.266,39.853,0.03646,0.00478,24.261,0.752,29.618,40.372,0.649
BLR-01,2025,50,4,7,2,2.5,41.748,53.716,36.777,0.04166,0.00915,23.622,0.793,30.58,36.09,0.758
BLR-02,2025,50,4,7,2,2.5,31.918,52.664,36.005,0.04367,0.00164,22.815,0.809,30.97,32.881,1.02
BLR-03,2025,50,4,7,2,2.5,40.2,67.307,34.274,0.032,0.03687,22.094,1.046,32.627,44.763,1.077
BLR-04,2025,50,4,7,1,2.5,33.524,47.022,35.207,0.02878,0.02632,18.434,0.777,26.529,28.559,1.065
BLR-05,2025,50,4,7,0,2.5,35.614,46.635,44.036,0.0232,0.02739,14.882,0.75,33.009,38.733,1.256
BLR-06,2025,50,4,7,1,2.5,31.743,45.949,35.632,0.03125,0.01525,24.317,0.754,27.864,37.844,0.883
BLR-01,2025,51,4,8,2,2.5,32.834,54.514,34.398,0.04374,0.03643,22.135,0.767,31.542,38.993,0.751
BLR-02,2025,51,4,8,2,2.5,31.618,47.83,27.742,0.0341,0.03952,23.579,0.804,30.771,33.082,0.78
BLR-03,2025,51,4,8,2,2.5,32.581,59.993,32.657,0.04264,0.03997,21.788,1.069,36.197,47.961,0.841
BLR-04,2025,51,4,8,1,2.5,28.168,42.254,27.455,0.0368,0.01609,16.029,0.799,27.176,30.695,0.836
BLR-05,2025,51,4,8,0,2.5,20.416,36.96,32.271,0.02298,0.01304,15.59,0.853,33.86,40.819,0.761
BLR-06,2025,51,4,8,1,2.5,36.171,57.311,29.511,0.03096,0.03601,23.201,0.771,28.988,37.772,0.761
BLR-01,2025,52,4,9,2,2.5,41.766,57.172,41.417,0.04049,0.03332,21.634,0.837,32.181,38.247,1.256
BLR-02,2025,52,4,9,2,2.5,29.588,42.833,38.021,0.03888,0.01772,20.868,0.835,31.115,34.589,1.15
BLR-03,2025,52,4,9,2,2.5,38.392,62.466,39.645,0.03323,0.00791,17.905,1.093,36.875,47.824,1.301
BLR-04,2025,52,4,9,1,2.5,37.539,60.775,32.464,0.03352,0.03504,17.415,0.928,28.962,34.115,0.947
BLR-05,2025,52,4,9,0,2.5,29.126,55.359,28.564,0.01801,0.00812,17.196,0.783,30.495,37.8,1.089
BLR-06,2025,52,4,9,1,2.5,33.216,55.881,28.286,0.02203,0.01159,18.262,0.804,29.668,37.04,0.962
BLR-01,2026,1,4,1,2,2.5,32.407,52.348,33.163,0.04467,0.01878,20.15,0.869,32.919,39.662,0.822
BLR-02,2026,1,4,1,2,2.5,25.525,37.965,35.396,0.03259,0.01524,21.4,0.902,31.218,33.958,0.339
BLR-03,2026,1,4,1,2,2.5,31.727,57.819,33.323,0.04393,0.03881,15.33,1.155,38.198,48.054,0.909
BLR-04,2026,1,4,1,1,2.5,33.353,50.438,38.092,0.03986,0.00598,18.947,0.963,31.256,38.911,0.788
BLR-05,2026,1,4,1,0,2.5,28.37,49.221,30.961,0.01532,0.03197,19.049,0.941,29.436,36.048,1.116
BLR-06,2026,1,4,1,1,2.5,28.626,55.113,39.681,0.03812,0.01958,20.183,0.814,26.888,32.596,1.065
BLR-01,2026,2,1,1,2,2.5,32.67,56.345,35.675,0.0266,0.01832,21.501,0.897,34.604,41.804,0.789
BLR-02,2026,2,1,1,2,2.5,28.831,55.112,33.247,0.02572,0.0152,21.924,0.822,30.591,34.426,1.119
BLR-03,2026,2,1,1,2,2.5,24.305,40.464,27.895,0.03938,0.03772,16.938,1.032,36.616,49.177,1.21
BLR-04,2026,2,1,1,1,2.5,25.656,41.392,35.411,0.02227,0.02035,22.413,0.909,31.243,39.145,0.751
BLR-05,2026,2,1,1,0,2.5,20.12,44.14,37.198,0.01519,0.03455,24.149,1.056,27.464,34.774,0.465
BLR-06,2026,2,1,1,1,2.5,9.469,27.763,22.088,0.03572,0.03494,22.731,0.918,29.191,36.895,0.431
BLR-01,2026,3,1,2,2,2.5,25.297,52.422,34.311,0.04083,0.00015,23.519,0.904,32.32,41.672,0.869
BLR-02,2026,3,1,2,2,2.5,19.067,46.85,31.277,0.02872,0.02422,23.035,0.847,29.392,32.572,0.644
BLR-03,2026,3,1,2,2,2.5,26.729,40.288,33.229,0.03584,0.00576,23.315,1.065,32.951,44.77,0.639
BLR-04,2026,3,1,2,1,2.5,9.915,22.838,43.044,0.03185,0.02541,21.579,0.831,29.162,37.534,0.789
BLR-05,2026,3,1,2,0,2.5,13.326,35.113,22.611,0.02003,0.03873,24.124,0.858,26.444,34.72,0.653
BLR-06,2026,3,1,2,1,2.5,9.923,21.362,22.963,0.03432,0.03058,27.005,0.805,28.252,35.603,0.684
BLR-01,2026,4,1,3,2,2.5,17.153,39.361,36.275,0.03025,0.00264,26.033,0.934,31.726,43.141,0.392
BLR-02,2026,4,1,3,2,2.5,23.438,51.422,28.142,0.03674,0.00761,26.324,0.813,29.454,34.802,0.794
BLR-03,2026,4,1,3,2,2.5,32.154,50.5,23.134,0.03404,0.03596,26.811,1.015,30.563,40.864,0.853
BLR-04,2026,4,1,3,1,2.5,10.607,31.986,41.983,0.02028,0.01598,23.663,0.819,25.798,34.751,0.813
BLR-05,2026,4,1,3,0,2.5,18.948,31.646,32.354,0.01543,0.01349,22.761,0.831,26.3,35.749,0.474
BLR-06,2026,4,1,3,1,2.5,8.411,26.202,28.616,0.0232,0.03789,27.392,0.785,25.601,33.665,0.513
BLR-01,2026,5,1,4,2,2.5,18.094,32.327,32.28,0.04107,0.03773,26.344,0.718,27.735,39.43,0.807
BLR-02,2026,5,1,4,2,2.5,20.443,32.636,26.41,0.03064,0.00518,26.254,0.724,28.389,34.183,0.435
BLR-03,2026,5,1,4,2,2.5,29.025,46.531,35.325,0.03152,0.00838,27.589,0.903,30.406,38.433,1.205
BLR-04,2026,5,1,4,1,2.5,19.75,40.14,24.302,0.02389,0.01324,25.593,0.785,21.61,29.037,0.172
BLR-05,2026,5,1,4,0,2.5,10.316,35.07,26.44,0.0244,0.01954,25.507,0.677,23.826,34.731,0.739
BLR-06,2026,5,1,4,1,2.5,24.082,44.929,35.664,0.03917,0.03564,26.755,0.673,23.897,31.296,0.39
BLR-01,2026,6,1,5,2,2.5,30.246,41.308,41.637,0.03766,0.00986,25.1,0.714,27.756,37.282,0.776
BLR-02,2026,6,1,5,2,2.5,15.576,36.462,44.3,0.04148,0.02145,23.715,0.748,25.866,32.968,0.625
BLR-03,2026,6,1,5,2,2.5,22.64,47.02,29.375,0.04081,0.0113,24.441,0.977,31.248,35.591,0.753
BLR-04,2026,6,1,5,1,2.5,26.604,50.326,33.638,0.0293,0.00315,26.669,0.631,20.957,26.03,0.51
BLR-05,2026,6,1,5,0,2.5,14.152,29.076,27.351,0.02913,0.01104,23.913,0.583,22.687,34.357,0.916
BLR-06,2026,6,1,5,1,2.5,23.13,39.769,27.502,0.03441,0.01261,23.851,0.505,24.103,31.693,0.474
BLR-01,2026,7,1,6,2,2.5,23.819,38.911,31.377,0.03637,0.02262,26.473,0.711,28.86,35.337,0.594
BLR-02,2026,7,1,6,2,2.5,26.132,45.542,33.608,0.0297,0.0376,25.158,0.625,24.817,31.957,0.948
BLR-03,2026,7,1,6,2,2.5,15.478,34.922,30.665,0.03292,0.02567,27.601,0.863,32.19,38.261,0.421
BLR-04,2026,7,1,6,1,2.5,21.96,36.267,29.582,0.03115,0.02579,30.109,0.571,22.459,27.028,0.716
BLR-05,2026,7,1,6,0,2.5,14.375,40.044,31.955,0.02146,0.02002,24.051,0.696,21.357,33.009,0.628
BLR-06,2026,7,1,6,1,2.5,13.514,33.415,23.071,0.03179,0.00161,25.172,0.515,24.793,31.82,0.539
BLR-01,2026,8,1,7,2,2.5,14.324,27.279,38.25,0.03572,0.00851,29.776,0.642,27.933,32.477,0.857
BLR-02,2026,8,1,7,2,2.5,25.16,46.097,35.205,0.03154,0.01338,25.945,0.701,22.544,28.174,0.772
BLR-03,2026,8,1,7,2,2.5,18.828,36.131,25.592,0.02583,0.00739,28.83,0.808,32.792,39.922,0.492
BLR-04,2026,8,1,7,1,2.5,17.806,39.941,21.732,0.03636,0.03547,28.447,0.553,24.564,29.532,0.457
BLR-05,2026,8,1,7,0,2.5,13.895,29.473,34.713,0.01862,0.00866,22.851,0.689,20.882,33.717,0.158
BLR-06,2026,8,1,7,1,2.5,10.229,36.803,34.43,0.03193,0.01921,26.248,0.479,25.8,33.989,0.549
BLR-01,2026,9,1,8,2,2.5,24.511,35.411,32.138,0.03048,0.00045,31.414,0.758,27.739,31.279,0.195
BLR-02,2026,9,1,8,2,2.5,17.16,44.637,36.008,0.03246,0.02967,26.016,0.695,22.774,28.819,0.757
BLR-03,2026,9,1,8,2,2.5,27.167,53.947,38.17,0.04329,0.03933,30.652,0.718,28.443,36.148,0.758
BLR-04,2026,9,1,8,1,2.5,21.383,33.41,30.041,0.0291,0.02899,30.043,0.464,26.971,30.472,0.68
BLR-05,2026,9,1,8,0,2.5,22.487,36.366,33.947,0.02255,0.0159,25.267,0.61,20.932,32.506,0.639
BLR-06,2026,9,1,8,1,2.5,25.012,52.282,30.916,0.06451,0.13895,25.85,0.488,25.572,34.54,1.033
BLR-01,2026,10,1,9,2,2.5,30.354,41.149,19.091,0.04214,0.02253,27.485,0.606,27.322,30.441,0.403
BLR-02,2026,10,1,9,2,2.5,22.413,39.024,34.256,0.03589,0.03283,23.598,0.775,26.359,33.033,0.452
BLR-03,2026,10,1,9,2,2.5,19.07,39.514,28.291,0.04467,0.01488,29.979,0.606,29.038,40.101,0.272
BLR-04,2026,10,1,9,1,2.5,5.189,16.745,34.171,0.02275,0.01013,31.394,0.591,26.347,30.874,0.501
BLR-05,2026,10,1,9,0,2.5,18.235,44.765,26.693,0.0179,0.03931,23.345,0.585,22.03,30.672,0.204
BLR-06,2026,10,1,9,1,2.5,28.529,53.373,32.295,0.03647,0.01585,30.364,0.649,28.821,41.675,0.723
BLR-01,2026,11,1,10,2,2.5,22.775,49.736,38.812,0.03868,0.02959,28.184,0.512,25.264,29.332,1.152
BLR-02,2026,11,1,10,2,2.5,29.736,54.484,31.075,0.03202,0.00876,22.123,0.732,29.198,35.726,0.972
BLR-03,2026,11,1,10,2,2.5,29.443,42.833,24.992,0.04087,2e-05,28.43,0.486,27.698,36.661,0.767
BLR-04,2026,11,1,10,1,2.5,18.314,43.168,35.101,0.02193,0.02168,29.948,0.589,23.14,26.313,0.664
BLR-05,2026,11,1,10,0,2.5,14.376,28.938,27.374,0.02344,0.03804,22.272,0.407,23.807,31.673,0.363
BLR-06,2026,11,1,10,1,2.5,19.638,40.253,36.337,0.0323,0.01914,31.3,0.711,29.042,42.058,0.724
BLR-01,2026,12,1,11,2,2.5,19.36,36.268,21.224,0.02696,0.02156,27.081,0.652,25.536,29.882,1.055
